TRAVELER_ID,RESIDENCE_SGG_CD,GENDER,AGE_GRP,EDU_NM,EDU_FNSH_SE,MARR_STTS,FAMILY_MEMB,JOB_NM,JOB_ETC,INCOME,HOUSE_INCOME,TRAVEL_TERM,TRAVEL_NUM,TRAVEL_LIKE_SIDO_1,TRAVEL_LIKE_SGG_1,TRAVEL_LIKE_SIDO_2,TRAVEL_LIKE_SGG_2,TRAVEL_LIKE_SIDO_3,TRAVEL_LIKE_SGG_3,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_STATUS_RESIDENCE,TRAVEL_STATUS_DESTINATION,TRAVEL_STATUS_ACCOMPANY,TRAVEL_STATUS_YMD,TRAVEL_MOTIVE_1,TRAVEL_MOTIVE_2,TRAVEL_MOTIVE_3,TRAVEL_COMPANIONS_NUM
d000683,11,여,20,6,1,1,3,,3,4,7,3,3,50,50130,50,50110,26,26110,3,2,2,4,3,6,5,6,경기도,제주,2인 여행(가족 외),2022-08-22~2022-08-29,2,7,3,1
d006874,11,남,30,6,1,1,1,3,,5,,3,2,50,50110,47,47130,45,45110,6,2,2,3,5,3,5,5,서울특별시,제주,나홀로 여행,2022-10-27~2022-10-29,1,2,7,0
d000240,11,남,40,6,1,1,1,2,,9,,3,10,50,50130,42,42110,41,41390,2,6,3,2,5,5,2,5,서울특별시,제주,나홀로 여행,2022-08-21~2022-08-25,1,6,7,0
a001824,11,여,30,6,1,1,3,3,,5,7,3,14,42,42210,50,50130,46,46130,2,2,3,4,7,3,3,4,서울특별시,인천,2인 여행(가족 외),2022-09-11~2022-09-11,2,1,,1
d012331,50,여,40,6,1,2,4,2,,1,10,2,5,50,50130,50,50110,11,11680,3,3,3,3,4,4,2,6,제주특별자치도,제주,나홀로 여행,2022-11-11~2022-11-11,1,7,2,0
d002717,41,여,30,7,1,2,4,2,,3,7,2,1,41,41820,42,42150,11,11170,3,5,3,5,4,5,5,6,경기도,제주,3대 동반 여행(친척 포함),2022-10-15~2022-10-18,9,3,2,9
d003719,30,여,50,6,1,2,3,13,,6,6,2,1,42,42150,50,50130,44,44230,2,2,1,2,2,6,2,3,대전광역시,제주,3인 이상 여행(가족 외),2022-10-14~2022-10-16,3,1,2,6
d000818,11,남,30,6,1,1,1,3,,5,,3,2,50,50110,26,26350,42,42150,2,1,1,3,2,2,3,2,서울특별시,제주,2인 여행(가족 외),2022-08-28~2022-08-30,3,2,1,1
d000473,11,여,30,6,1,2,2,3,,5,9,3,5,50,50130,42,42150,27,27230,3,3,2,6,6,2,7,7,서울특별시,제주,2인 가족 여행,2022-08-20~2022-08-22,2,1,9,1
d009294,48,여,20,5,1,1,4,5,,3,8,3,5,26,26350,47,47130,50,50110,4,4,3,2,4,4,1,7,경상남도,제주,2인 여행(가족 외),2022-11-03~2022-11-05,1,3,5,1
b014337,48,여,60,4,1,2,4,9,,3,4,2,1,48,48890,48,48310,47,47130,1,6,6,2,2,6,2,2,경상남도,경남,3인 이상 여행(가족 외),2022-10-29~2022-10-30,3,6,10,4
d000998,44,여,40,5,1,1,3,3,,4,4,3,3,50,50130,27,27260,30,30200,1,1,7,1,1,1,7,2,충청남도,제주,2인 여행(가족 외),2022-08-27~2022-08-29,7,2,6,1
a000572,11,여,30,7,1,1,1,3,,6,,3,4,50,50130,42,42770,42,42210,6,6,6,5,6,5,5,2,서울특별시,인천,나홀로 여행,2022-08-27~2022-08-28,1,2,7,0
a001131,28,남,40,8,1,2,2,2,,5,6,2,3,50,50110,42,42170,26,26710,1,1,6,2,1,1,6,4,인천광역시,경기,3인 이상 여행(가족 외),2022-09-05~2022-09-05,2,1,7,2
d006140,45,남,30,6,1,2,4,7,,4,4,3,3,50,50130,50,50110,42,42150,2,1,1,6,6,2,7,4,전라북도,제주,자녀 동반 여행,2022-10-16~2022-10-21,2,3,1,3
d001523,11,남,30,6,1,1,1,3,,6,,3,5,42,42210,41,41360,28,28710,6,6,1,4,5,6,1,7,서울특별시,제주,3인 이상 여행(가족 외),2022-09-29~2022-10-02,6,10,,5
d001270,41,여,20,6,2,1,5,6,,2,5,2,2,50,50130,26,26710,41,41450,3,1,1,3,3,5,6,7,경기도,제주,부모 동반 여행,2022-09-30~2022-10-03,2,1,3,3
d006933,50,여,40,4,1,1,1,2,,5,,3,3,11,11410,48,48840,50,50110,2,3,5,5,1,3,6,2,제주특별자치도,제주,나홀로 여행,2022-10-29~2022-10-30,1,2,10,0
d002545,11,여,40,7,1,1,2,2,,6,7,2,1,42,42150,50,50130,28,28710,2,2,1,1,6,1,7,3,서울특별시,제주,2인 여행(가족 외),2022-10-02~2022-10-04,2,8,7,1
a001299,41,여,30,6,1,1,4,3,,5,12,3,1,50,50130,26,26350,42,42150,6,1,4,1,4,3,3,4,서울특별시,인천,3인 이상 여행(가족 외),2022-09-02~2022-09-04,3,1,2,3
d010326,47,남,30,5,1,1,1,9,,5,,3,2,11,11440,50,50110,26,26350,5,1,1,1,4,1,1,5,경상북도,제주,2인 여행(가족 외),2022-10-31~2022-11-04,1,2,7,1
d003364,11,여,30,5,1,1,4,2,,4,12,2,1,42,42150,44,44150,26,26350,5,1,2,4,5,3,3,6,서울특별시,제주,나홀로 여행,2022-10-16~2022-10-18,4,2,1,0
d005179,50,여,40,7,1,2,3,11,,1,7,2,2,50,50110,50,50130,11,11680,2,7,2,2,5,3,2,4,제주특별자치도,제주,자녀 동반 여행,2022-10-22~2022-10-23,3,8,2,2
c002687,11,여,40,6,1,1,2,4,,5,5,3,3,42,42820,41,41830,44,44825,2,2,6,4,2,6,5,2,서울특별시,충남,3인 이상 여행(가족 외),2022-09-23~2022-09-24,2,3,1,3
d004191,45,여,20,4,1,1,5,4,,4,10,3,5,50,50130,26,26350,28,28237,2,1,1,5,4,2,2,7,전라북도,제주,2인 가족 여행,2022-10-24~2022-10-27,10,2,3,1
d003199,48,여,30,6,1,2,2,3,,1,6,3,5,50,50130,50,50110,26,26350,6,2,3,3,2,5,3,6,경상남도,제주,2인 여행(가족 외),2022-10-10~2022-10-13,3,1,2,1
d001755,11,남,50,6,1,4,2,13,,4,6,2,1,50,50130,50,50110,31,31710,1,1,2,3,2,4,3,6,서울특별시,제주,나홀로 여행,2022-10-01~2022-10-02,6,2,4,0
c002434,41,남,30,6,1,1,3,3,,5,7,2,1,50,50110,42,42150,11,11230,1,1,2,1,2,2,2,5,경기도,충남,2인 여행(가족 외),2022-09-18~2022-09-19,3,2,1,1
d006067,50,남,40,6,1,2,3,3,,5,8,2,2,11,11440,11,11710,50,50130,5,4,2,5,5,4,2,5,제주특별자치도,제주,3인 이상 여행(가족 외),2022-10-22~2022-10-23,3,1,7,2
d004970,50,여,40,7,1,2,2,2,,2,6,3,1,11,11440,50,50130,27,27710,1,1,1,4,4,1,6,1,제주특별자치도,제주,2인 가족 여행,2022-10-17~2022-10-24,2,3,10,1
d004635,11,남,30,4,1,2,4,4,,6,10,3,4,44,44825,42,42150,41,41820,1,7,1,4,4,1,7,7,서울특별시,제주,나홀로 여행,2022-10-25~2022-10-27,7,2,4,1
d003090,44,여,30,6,1,1,1,2,,5,,1,1,11,11560,44,44130,41,41110,4,3,6,2,4,2,3,5,충청남도,제주,나홀로 여행,2022-10-04~2022-10-08,2,1,4,0
d010527,29,여,30,5,1,2,3,11,,1,5,3,5,46,46130,48,48310,50,50130,6,6,1,1,2,5,6,7,광주광역시,제주,3인 이상 여행(가족 외),2022-10-30~2022-11-02,9,3,1,4
a007586,28,남,30,5,1,2,3,3,,5,5,2,3,42,42150,41,41390,44,44150,4,4,3,4,4,3,1,6,인천광역시,경기,자녀 동반 여행,2022-10-22~2022-10-22,1,6,5,2
c003198,11,여,20,6,1,1,3,3,,5,8,2,2,41,41360,50,50110,42,42210,2,2,1,1,2,2,2,7,서울특별시,충남,부모 동반 여행,2022-09-24~2022-09-25,7,5,1,2
d003053,50,여,30,6,1,2,4,3,,4,6,2,2,50,50110,50,50130,48,48250,4,4,4,5,4,4,5,2,제주특별자치도,제주,자녀 동반 여행,2022-10-14~2022-10-29,3,2,8,3
d004329,50,여,50,7,1,1,1,3,,4,,2,1,50,50130,42,42150,46,46720,1,4,4,2,4,1,2,6,제주특별자치도,제주,나홀로 여행,2022-10-15~2022-10-16,7,2,4,1
d010305,11,여,30,5,1,1,1,2,,2,,3,2,50,50110,50,50130,42,42150,2,2,3,2,1,5,1,6,서울특별시,제주,2인 여행(가족 외),2022-10-31~2022-11-03,2,1,3,1
a001266,11,남,30,6,1,1,3,2,,4,6,3,3,42,42210,27,27260,26,26170,2,6,6,4,3,6,7,2,서울특별시,인천,나홀로 여행,2022-09-03~2022-09-04,1,7,10,1
d003436,50,여,30,6,1,2,2,3,,6,7,2,1,42,42150,50,50110,11,11680,1,1,1,5,1,7,6,7,제주특별자치도,제주,나홀로 여행,2022-10-23~2022-10-25,5,2,4,1
a006642,11,여,30,6,1,1,3,3,,3,5,3,3,42,42150,26,26350,47,47130,1,3,1,1,3,2,1,7,서울특별시,인천,나홀로 여행,2022-10-11~2022-10-11,2,1,5,0
d012336,50,여,20,6,1,1,1,2,,5,,2,1,50,50110,50,50130,11,11440,1,2,4,4,4,4,4,5,제주특별자치도,제주,2인 여행(가족 외),2022-11-12~2022-11-12,3,2,1,1
a004320,41,남,40,5,4,2,2,7,,1,5,2,4,42,42770,42,42170,41,41550,1,1,1,4,4,1,2,7,경기도,인천,2인 여행(가족 외),2022-10-08~2022-10-08,3,5,2,1
d004807,11,여,20,6,1,1,1,2,,3,,3,2,50,50110,42,42150,48,48220,2,1,2,6,4,5,6,3,서울특별시,제주,2인 여행(가족 외),2022-10-19~2022-10-22,1,3,2,1
a003802,41,남,30,6,1,1,1,2,,7,,2,1,50,50130,42,42820,47,47190,2,2,2,4,6,2,4,5,경기도,인천,2인 여행(가족 외),2022-09-29~2022-09-30,3,7,1,1
d002237,26,여,20,6,1,1,4,3,,4,8,2,1,47,47130,48,48840,48,48120,4,3,2,2,4,4,2,6,서울특별시,제주,2인 여행(가족 외),2022-10-18~2022-10-20,1,2,3,1
d000086,11,남,40,6,1,2,3,2,,6,6,3,2,50,50130,42,42210,42,42150,4,4,2,2,2,3,2,1,서울특별시,제주,3인 이상 여행(가족 외),2022-08-14~2022-08-17,2,1,3,2
d010612,11,여,40,5,1,2,3,11,,3,12,2,1,50,50130,42,42230,42,42210,1,1,1,3,3,1,2,7,서울특별시,제주,3인 이상 여행(가족 외),2022-10-29~2022-10-31,2,1,3,2
b005480,26,남,30,6,1,2,2,3,,6,9,2,6,42,42150,48,48840,46,46130,2,1,1,2,2,1,2,7,부산광역시,경남,나홀로 여행,2022-09-29~2022-09-30,2,1,4,1
d002193,29,여,20,6,1,1,4,3,,4,6,2,3,26,26350,46,46880,46,46130,4,2,4,1,4,6,2,7,광주광역시,제주,3인 이상 여행(가족 외),2022-10-08~2022-10-10,3,1,5,2
d001019,11,남,30,6,1,1,3,,3,5,6,2,1,50,50110,26,26350,46,46150,4,1,2,5,2,4,5,7,서울특별시,제주,나홀로 여행,2022-08-26~2022-08-29,1,7,6,0
d009451,50,남,50,6,1,2,2,1,,2,2,1,1,50,50110,50,50130,30,30200,4,6,2,2,2,2,1,4,제주특별자치도,제주,나홀로 여행,2022-11-03~2022-11-04,4,2,1,0
d009223,50,남,40,6,4,1,1,13,,4,,2,1,50,50130,26,26350,11,11110,1,2,2,2,2,2,2,6,제주특별자치도,제주,나홀로 여행,2022-10-27~2022-10-27,1,2,5,0
d005999,43,여,20,5,1,1,3,4,,4,9,3,7,50,50130,26,26350,42,42230,1,1,1,2,4,6,1,7,충청북도,제주,부모 동반 여행,2022-10-17~2022-10-20,3,2,9,3
d001354,11,여,30,7,1,4,1,,3,1,,2,2,50,50110,42,42820,42,42150,2,2,4,2,2,4,5,7,서울특별시,제주,나홀로 여행,2022-09-11~2022-09-14,1,2,4,0
d001232,28,남,20,6,1,1,2,,3,4,4,4,1,42,42150,26,26350,50,50110,4,1,3,3,4,5,5,3,인천광역시,제주,나홀로 여행,2022-09-19~2022-09-21,7,1,2,0
d003200,50,여,20,6,2,1,1,12,,2,,2,2,50,50110,50,50130,11,11710,4,6,1,3,6,4,6,3,제주특별자치도,제주,2인 여행(가족 외),2022-10-09~2022-10-09,1,3,7,1
d002565,31,여,20,6,1,2,1,2,,4,,2,1,11,11680,50,50110,42,42150,4,2,2,2,4,4,5,6,울산광역시,제주,2인 여행(가족 외),2022-10-29~2022-10-31,3,9,5,1
a002298,11,여,30,6,1,1,3,3,,4,6,2,1,50,50110,46,46130,43,43110,4,1,1,1,4,3,5,6,서울특별시,인천,나홀로 여행,2022-09-18~2022-09-18,2,10,1,0
d012310,50,여,30,7,4,2,4,11,,1,12,3,3,11,11710,50,50130,50,50110,5,6,6,6,6,6,6,7,제주특별자치도,제주,자녀 동반 여행,2022-11-12~2022-11-12,3,2,4,5
d009728,41,여,40,7,5,4,3,2,,4,4,3,5,41,41270,26,26290,50,50130,4,1,1,7,7,7,7,7,경기도,제주,자녀 동반 여행,2022-11-01~2022-11-05,7,3,6,4
d003333,48,여,20,6,3,1,4,12,,2,3,3,3,50,50110,47,47130,27,27200,3,1,1,3,2,5,6,7,경상남도,제주,3대 동반 여행(친척 포함),2022-10-07~2022-10-09,9,1,2,9
c000873,11,남,30,5,1,1,1,,3,4,,3,10,48,48220,46,46130,42,42820,1,1,2,4,6,4,2,7,서울특별시,충남,2인 여행(가족 외),2022-08-29~2022-08-31,1,7,2,1
d006234,50,여,30,7,1,1,1,5,,5,,1,1,42,42830,31,31710,50,50130,3,3,2,3,4,4,4,5,제주특별자치도,제주,나홀로 여행,2022-10-25~2022-10-27,6,2,7,1
c004164,27,남,20,6,1,1,1,1,,4,,3,4,50,50130,47,47770,46,46130,1,5,1,1,1,2,7,7,대구광역시,충남,나홀로 여행,2022-10-08~2022-10-09,1,2,5,0
d002782,26,여,20,7,2,1,4,12,,2,10,3,3,11,11440,50,50130,47,47130,5,3,3,5,4,3,6,3,부산광역시,제주,2인 여행(가족 외),2022-10-16~2022-10-18,10,2,1,1
d010496,28,여,20,6,3,1,3,12,,1,7,3,1,50,50110,26,26350,46,46130,5,1,2,1,5,4,1,6,서울특별시,제주,부모 동반 여행,2022-11-03~2022-11-05,3,1,5,2
d000827,41,여,20,6,1,1,1,3,,4,,3,1,26,26350,42,42150,50,50110,1,1,1,6,7,4,7,3,경기도,제주,나홀로 여행,2022-08-20~2022-08-24,1,2,4,0
b000993,26,여,20,6,1,1,3,3,,5,7,2,1,50,50110,11,11680,48,48310,2,1,4,2,1,5,5,6,부산광역시,경남,부모 동반 여행,2022-08-21~2022-08-22,2,3,1,2
b005651,26,남,20,4,1,1,4,12,,2,9,2,1,50,50110,47,47130,48,48310,2,3,1,2,4,2,6,5,부산광역시,경남,나홀로 여행,2022-10-15~2022-10-16,1,2,4,0
d006281,26,여,30,6,1,1,4,4,,4,8,3,4,50,50130,47,47130,11,11140,2,2,2,1,3,3,2,3,부산광역시,제주,3인 이상 여행(가족 외),2022-10-16~2022-10-19,2,1,3,4
d001202,11,여,20,5,1,1,3,,3,4,4,3,3,50,50130,50,50110,27,27260,3,2,1,4,2,2,5,5,서울특별시,제주,나홀로 여행,2022-09-13~2022-09-16,2,4,7,1
d001999,41,남,30,4,1,2,5,8,,6,6,3,8,42,42210,44,44270,44,44210,2,1,4,6,4,4,2,4,경기도,제주,자녀 동반 여행,2022-10-24~2022-10-28,3,7,1,4
d005909,50,여,20,6,1,1,1,3,,4,,3,6,11,11440,26,26350,46,46150,2,2,3,3,5,6,6,6,제주특별자치도,제주,나홀로 여행,2022-10-13~2022-10-14,1,7,2,0
d000162,30,여,20,6,1,1,1,2,,3,,2,1,11,11230,27,27170,47,47130,1,1,1,5,4,4,6,7,서울특별시,제주,3인 이상 여행(가족 외),2022-08-19~2022-08-21,2,1,7,2
d006991,50,남,40,6,1,2,4,2,,5,7,2,1,11,11680,47,47130,11,11230,7,1,7,4,7,6,1,7,제주특별자치도,제주,자녀 동반 여행,2022-10-29~2022-10-30,7,3,1,5
d001476,11,여,30,6,1,1,2,2,,7,9,2,1,50,50110,42,42210,50,50130,2,2,2,2,5,2,3,2,서울특별시,제주,3인 이상 여행(가족 외),2022-10-01~2022-10-03,2,1,3,5
d005539,50,여,40,5,1,2,3,4,,4,7,3,3,11,11230,47,47110,26,26350,1,2,2,5,4,4,6,4,제주특별자치도,제주,나홀로 여행,2022-10-15~2022-10-16,1,2,4,1
d007852,50,여,20,6,1,1,2,2,,4,4,1,1,50,50130,26,26350,11,11680,1,1,1,6,7,1,7,7,제주특별자치도,제주,나홀로 여행,2022-10-30~2022-10-31,1,7,2,0
d004511,50,여,20,4,1,1,2,5,,3,5,1,2,42,42110,46,46110,44,44130,1,1,4,6,3,3,6,2,제주특별자치도,제주,나홀로 여행,2022-10-18~2022-10-20,2,1,4,0
a001613,41,여,30,5,1,2,2,2,,4,8,3,5,42,42150,43,43800,26,26350,3,4,3,1,3,4,2,4,경기도,인천,나홀로 여행,2022-09-09~2022-09-09,2,1,8,1
d002457,41,여,20,6,1,1,3,2,,4,9,3,4,50,50110,50,50130,42,42150,5,1,3,2,5,2,7,5,경기도,제주,3인 이상 여행(가족 외),2022-10-09~2022-10-11,3,2,1,4
d001651,30,여,30,6,1,1,1,2,,5,,3,2,50,50110,11,11680,42,42210,3,1,2,1,2,2,7,6,대전광역시,제주,부모 동반 여행,2022-09-23~2022-09-25,3,9,1,4
d002812,11,여,30,6,1,5,1,3,,4,,2,1,42,42150,44,44180,50,50110,2,2,2,2,6,6,6,6,서울특별시,제주,나홀로 여행,2022-10-04~2022-10-07,7,4,2,0
d000971,11,남,30,6,1,2,2,4,,4,9,3,3,50,50110,42,42230,44,44770,3,1,6,4,1,1,6,2,서울특별시,인천,2인 가족 여행,2022-09-06~2022-09-07,3,1,2,1
d005775,50,남,20,5,3,1,4,12,,1,7,3,1,11,11680,26,26350,50,50110,4,4,4,4,3,4,3,3,제주특별자치도,제주,나홀로 여행,2022-10-16~2022-10-17,2,7,1,0
d003948,50,여,30,6,1,1,3,4,,5,12,2,1,26,26350,50,50110,42,42150,4,2,1,1,5,3,4,6,제주특별자치도,제주,2인 여행(가족 외),2022-10-19~2022-10-21,1,2,3,1
d001447,11,여,20,6,3,1,5,12,,2,12,2,1,42,42210,48,48310,50,50130,2,4,3,2,4,3,6,6,서울특별시,제주,2인 여행(가족 외),2022-09-29~2022-10-01,1,3,7,1
d006383,11,여,40,7,1,1,3,1,,8,12,2,1,41,41820,42,42150,50,50110,1,1,1,4,1,1,6,4,서울특별시,제주,나홀로 여행,2022-10-22~2022-10-23,2,,,0
a005372,27,남,20,6,2,1,3,12,,2,5,2,2,42,42150,50,50130,46,46150,2,1,3,2,3,6,6,6,대구광역시,인천,3인 이상 여행(가족 외),2022-10-08~2022-10-09,3,2,1,5
d003519,44,남,20,6,2,1,5,12,,2,5,3,2,50,50130,11,11500,26,26350,4,4,4,4,1,3,6,3,충청남도,제주,나홀로 여행,2022-10-20~2022-10-22,2,7,1,0
c000784,11,남,40,6,1,2,3,4,,4,7,2,1,42,42150,42,42820,50,50110,4,2,6,6,4,3,2,2,서울특별시,전남,3대 동반 여행(친척 포함),2022-08-19~2022-08-21,9,3,1,7
b005360,48,여,50,7,1,4,1,2,,5,,3,2,42,42210,28,28710,50,50130,2,3,4,4,2,4,2,2,경상남도,경남,3대 동반 여행(친척 포함),2022-10-02~2022-10-03,2,1,3,3
a000882,11,여,30,6,1,2,4,3,,6,11,2,1,42,42820,11,11110,26,26710,3,2,1,1,2,3,4,2,서울특별시,인천,자녀 동반 여행,2022-09-05~2022-09-07,1,2,7,3
c001010,46,여,20,6,1,1,4,,3,1,10,2,2,46,46910,46,46130,11,11680,1,1,1,7,6,1,7,5,전라남도,전남,나홀로 여행,2022-08-31~2022-09-02,1,7,4,0
c001754,27,남,30,6,1,2,3,1,,5,5,3,4,50,50130,50,50110,48,48310,2,1,4,4,6,6,2,6,대구광역시,전남,3대 동반 여행(친척 포함),2022-08-31~2022-09-01,2,3,1,3
d007783,50,남,30,6,1,1,2,4,,3,7,3,10,41,41170,41,41830,43,43150,4,4,2,4,4,4,6,6,제주특별자치도,제주,2인 여행(가족 외),2022-10-25~2022-10-25,1,2,3,1
a008015,41,여,50,6,1,2,4,3,,4,8,2,2,41,41390,41,41190,42,42210,2,6,1,6,3,3,2,2,경기도,인천,2인 가족 여행,2022-10-23~2022-10-23,6,1,7,1
d002998,11,여,20,6,1,1,1,2,,6,,2,1,50,50110,50,50130,42,42830,4,1,2,4,5,4,2,5,서울특별시,제주,2인 여행(가족 외),2022-10-10~2022-10-13,2,1,3,1
d011394,47,여,30,7,1,2,3,2,,7,12,2,1,50,50130,42,42150,11,11650,6,4,6,4,4,6,5,4,경상북도,제주,자녀 동반 여행,2022-11-03~2022-11-07,3,8,1,2
c000137,11,여,50,5,1,2,3,,1,1,7,2,1,28,28110,42,42780,50,50130,1,6,2,4,6,2,4,3,서울특별시,전남,3인 이상 여행(가족 외),2022-08-17~2022-08-20,9,3,8,3
